Name,EvolutionStage,WebCardID,ImageURL,CardType,HP,Attribute,Ability,AbilityDesc,Skill1Name,Skill1Cost,Skill1Damage,Skill1Effect,Skill2Name,Skill2Cost,Skill2Damage,Skill2Effect,Weakness,WeaknessType,Resistance,ResistanceType,RetreatCost,CollectorNumber,Rarity,Mark,Expansion,ExpansionCode,Illustrator,PokemonInfo,Evolution,Subtypes,Tier,Score,ScoreBreakdown,PrimaryEffectType,SpecialEffectType
拉普拉斯ex,基礎,11810,https://asia.pokemon-card.com/hk/card-img/hk00011810.png,寶可夢,220,Water,,,力量飛濺,Water,40×,造成這隻寶可夢身上附加的能量的數量×40點傷害。,海紋石之雨,"Water,Psychic,Metal",,查看自己的牌庫上方20張卡，從其中選擇任意數量的能量卡，以任意方式附於自己的寶可夢身上。將剩餘卡放回牌庫並重洗。,,Metal,,,2,19,normal,H,擴充包「星晶奇跡」,SV7,5ban Graphics,,拉普拉斯ex,"太晶,ex",A+,21.00,Base:5.0|Meta:0.0|Exp:3.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:8.0|Mod:1.00,"備戰傷害加成, 傷害效果, 搜索效果, 能量回收, 能量操作",無
願增猿,基礎,14199,https://asia.pokemon-card.com/hk/card-img/hk00014199.png,寶可夢,110,Psychic,腎上腺腦力,若這隻寶可夢身上附有【惡】能量卡，則在自己的回合時可使用1次。選擇最多3個自己的1隻場上寶可夢身上放置的傷害指示物，改放於對手的1隻場上寶可夢身上。,精神歪曲,"Psychic,Colorless",60,將對手的戰鬥寶可夢【混亂】。,,,,,,Darkness,,Fighting,1,14,promo,H,特典卡 超級進化,M,kodama,會從安全的地方釋放出<br/> 能引起強烈頭暈的念力，<br/> 把敵手戲弄得團團轉。,願增猿,,C+,10.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,"傷害指示物, 狀態異常",放置效果
火箭隊的工廠,,13449,https://asia.pokemon-card.com/hk/card-img/hk00013449.png,競技場卡,,,,,,,,在每個自己的回合時，可使用1次。在這個回合從手牌使出了名稱中有「火箭隊」的支援者卡的玩家，可從自己的牌庫抽出2張卡。,,,,,,,,,,97,normal,I,擴充包「火箭隊的榮耀」,SV10,imoniii,,,,B,12.00,Base:6.0|Meta:0.0|Exp:3.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",無
基本【鬥】能量,,14358,https://asia.pokemon-card.com/hk/card-img/hk00014358.png,基本能量卡,,,,,,,,,,,,,,,,,,FIG,n/a,I,特典卡 超級進化,M,,,,,D,4.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
基本【草】能量,,14356,https://asia.pokemon-card.com/hk/card-img/hk00014356.png,基本能量卡,,,,,,,,,,,,,,,,,,GRA,n/a,I,特典卡 超級進化,M,,,,,D,4.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
基本【超】能量,,14357,https://asia.pokemon-card.com/hk/card-img/hk00014357.png,基本能量卡,,,,,,,,,,,,,,,,,,PSY,n/a,I,特典卡 超級進化,M,,,,,D,4.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
超級妙蛙花ex,2階進化,14206,https://asia.pokemon-card.com/hk/card-img/hk00014206.png,寶可夢,380,Grass,日光轉移,在自己的回合時，可不限次數使用。選擇1個自己的場上寶可夢身上附加的「基本【草】能量」，改附於自己的其他寶可夢身上。,叢林拋擲,"Grass,Grass,Grass,Grass",240,將這隻寶可夢恢復「30」HP。,,,,,,Fire,,,4,3,normal,I,擴充包「超級勇氣」,M1L,5ban Graphics,,妙蛙種子 → 妙蛙草 → 妙蛙花 → 超級妙蛙花ex → 妙蛙花ex,ex,A,17.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:7.0|Syn:0.0|Eff:0.0|Dmg:6.0|Mod:1.00,"回復效果, 能量操作",無
蛋蛋,基礎,14207,https://asia.pokemon-card.com/hk/card-img/hk00014207.png,寶可夢,60,Grass,,,果實盈滿,Colorless,,從自己的牌庫選擇1張「基本【草】能量」卡，附於這隻寶可夢身上。並且重洗牌庫。,,,,,,Fire,,,1,4,normal,I,擴充包「超級勇氣」,M1L,aspara,若以為是蛋而去觸摸牠，<br/>就會被不斷聚集而來的<br/>蛋蛋的夥伴集體攻擊。,蛋蛋 → 椰蛋樹 → 阿羅拉 椰蛋樹 → 阿羅拉 椰蛋樹GX → 阿羅拉 椰蛋樹ex,,C,7.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,搜索效果,無
蛋蛋,基礎,8968,https://asia.pokemon-card.com/hk/card-img/hk00008968.png,寶可夢,60,Grass,,,滾球,"Colorless,Colorless",30×,擲硬幣直到出現反面，造成正面出現的次數×30點傷害。,,,,,,Fire,,,1,102,normal,G,強化擴充包「寶可夢卡牌151」,SV2a,Shigenori Negishi,非得湊齊６隻才會有安全感。那怕只是少了１隻，都會立刻<br/>變得很膽小，隨時想要逃跑。,蛋蛋 → 椰蛋樹 → 阿羅拉 椰蛋樹 → 阿羅拉 椰蛋樹GX → 阿羅拉 椰蛋樹ex,,C+,10.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"傷害效果, 硬幣判定",無
蛋蛋,基礎,11927,https://asia.pokemon-card.com/hk/card-img/hk00011927.png,寶可夢,30,Grass,,,早熟進化,Colorless,,這個招式可在先攻玩家的最初回合使用。從自己的牌庫選擇1張從這隻寶可夢進化而來的卡，放置於這隻寶可夢身上完成進化。並且重洗牌庫。,,,,,,Fire,,,1,1,normal,H,強化擴充包「樂園騰龍」,SV7a,Tetsu Kayama,會發出只有蛋蛋才能收到的<br/>心靈感應，因此不論何時<br/>都能６隻聚集在一起。,蛋蛋 → 椰蛋樹 → 阿羅拉 椰蛋樹 → 阿羅拉 椰蛋樹GX → 阿羅拉 椰蛋樹ex,,B+,16.00,Base:5.0|Meta:0.0|Exp:3.0|Func:8.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"搜索效果, 進化支援",無
蛋蛋,基礎,12077,https://asia.pokemon-card.com/hk/card-img/hk00012077.png,寶可夢,50,Grass,,,吸取,Colorless,10,將這隻寶可夢恢復「10」HP。,,,,,,Fire,,,1,1,normal,H,擴充包「超電突圍」,SV8,OKUBO,會發出只有蛋蛋才能收到的<br/>心靈感應，因此不論何時<br/>都能６隻聚集在一起。,蛋蛋 → 椰蛋樹 → 阿羅拉 椰蛋樹 → 阿羅拉 椰蛋樹GX → 阿羅拉 椰蛋樹ex,,C+,10.00,Base:5.0|Meta:0.0|Exp:3.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,回復效果,無
蛋蛋,基礎,9826,https://asia.pokemon-card.com/hk/card-img/hk00009826.png,寶可夢,60,Psychic,,,催眠術,Psychic,,將對手的戰鬥寶可夢【睡眠】。,滾動衝撞,"Psychic,Colorless",30,,,Darkness,,Fighting,2,2,normal,G,起始組合 太晶 超夢ex,SVEM,Kariya,非得湊齊６隻才會有安全感。那怕只是少了１隻，都會立刻<br/>變得很膽小，隨時想要逃跑。,蛋蛋 → 椰蛋樹 → 阿羅拉 椰蛋樹 → 阿羅拉 椰蛋樹GX → 阿羅拉 椰蛋樹ex,,C+,10.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,狀態異常,無
蛋蛋,基礎,12612,https://asia.pokemon-card.com/hk/card-img/hk00012612.png,寶可夢,60,Grass,,,衝撞,"Grass,Colorless",30,,,,,,,Fire,,,1,4,normal,H,雙ex初階牌組 Generations,SVM,Iori Suzuki,會發出只有蛋蛋才能收到的<br/>心靈感應，因此不論何時<br/>都能６隻聚集在一起。,蛋蛋 → 椰蛋樹 → 阿羅拉 椰蛋樹 → 阿羅拉 椰蛋樹GX → 阿羅拉 椰蛋樹ex,,C,8.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,無,無
椰蛋樹,1階進化,14208,https://asia.pokemon-card.com/hk/card-img/hk00014208.png,寶可夢,140,Grass,,,防守壓制,Grass,30,在下個對手的回合，這隻寶可夢受到招式的傷害「-30」點。,木之重壓,"Colorless,Colorless,Colorless",60+,增加這隻寶可夢身上附加的【草】能量的數量×30點傷害。,,Fire,,,2,5,normal,I,擴充包「超級勇氣」,M1L,Kazumasa Yasukuni,被稱為會走路的熱帶雨林。<br/>每個果實都有自己的臉，<br/>而且各有各的思想。,蛋蛋 → 椰蛋樹 → 阿羅拉 椰蛋樹 → 阿羅拉 椰蛋樹GX → 阿羅拉 椰蛋樹ex,,B,12.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"備戰傷害加成, 其他效果, 能量操作",無
椰蛋樹,1階進化,11108,https://asia.pokemon-card.com/hk/card-img/hk00011108.png,寶可夢,140,Grass,,,精神強念,"Colorless,Colorless",30+,增加對手的戰鬥寶可夢身上附加的能量的數量×30點傷害。,頭突,"Grass,Grass,Colorless",130,,,Fire,,,3,95,promo,G,特典卡 朱&紫,SV,Shigenori Negishi,３顆頭團結一致發出的精神力量威力強大。天氣變陰時動作就會變得遲緩。,蛋蛋 → 椰蛋樹 → 阿羅拉 椰蛋樹 → 阿羅拉 椰蛋樹GX → 阿羅拉 椰蛋樹ex,,B+,16.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,"備戰傷害加成, 能量操作",無
椰蛋樹,1階進化,12078,https://asia.pokemon-card.com/hk/card-img/hk00012078.png,寶可夢,130,Grass,,,投球時刻,Grass,60×,擲與雙方的戰鬥寶可夢身上附加的能量的數量相同次數的硬幣，造成正面出現的次數×60點傷害。,,,,,,Fire,,,2,2,normal,H,擴充包「超電突圍」,SV8,Oswaldo KATO,聽說在極少數的情況下，<br/>當其中一顆頭掉落到地面，<br/>就會變成蛋蛋並且動起來。,蛋蛋 → 椰蛋樹 → 阿羅拉 椰蛋樹 → 阿羅拉 椰蛋樹GX → 阿羅拉 椰蛋樹ex,,A,19.00,Base:5.0|Meta:0.0|Exp:3.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:8.0|Mod:1.00,"傷害效果, 硬幣判定, 能量操作",無
椰蛋樹,1階進化,9827,https://asia.pokemon-card.com/hk/card-img/hk00009827.png,寶可夢,130,Psychic,,,催眠波動,"Psychic,Colorless",30,將對手的戰鬥寶可夢【睡眠】。,超能閉環,"Psychic,Psychic,Colorless",160,選擇2個這隻寶可夢身上附加的能量，放回手牌。,,Darkness,,Fighting,2,3,normal,G,起始組合 太晶 超夢ex,SVEM,Yoriyuki Ikegami,３顆頭團結一致發出的精神力量威力強大。天氣<br/>變陰時動作就會變得遲緩。,蛋蛋 → 椰蛋樹 → 阿羅拉 椰蛋樹 → 阿羅拉 椰蛋樹GX → 阿羅拉 椰蛋樹ex,,A,17.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:5.0|Mod:1.00,"狀態異常, 能量操作",無
椰蛋樹,1階進化,12613,https://asia.pokemon-card.com/hk/card-img/hk00012613.png,寶可夢,140,Grass,,,超級吸取,"Grass,Colorless",50,將這隻寶可夢恢復「30」HP。,日光束,"Grass,Grass,Colorless",130,,,Fire,,,3,5,normal,H,雙ex初階牌組 Generations,SVM,Dsuke,聽說在極少數的情況下，<br/>當其中一顆頭掉落到地面，<br/>就會變成蛋蛋並且動起來。,蛋蛋 → 椰蛋樹 → 阿羅拉 椰蛋樹 → 阿羅拉 椰蛋樹GX → 阿羅拉 椰蛋樹ex,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,回復效果,無
橡實果,基礎,14210,https://asia.pokemon-card.com/hk/card-img/hk00014210.png,寶可夢,60,Grass,,,小憩,Colorless,,將這隻寶可夢恢復「20」HP。,種子炸彈,"Grass,Colorless",20,,,Fire,,,1,7,normal,I,擴充包「超級勇氣」,M1L,Miki Tanaka,會假裝成樹果，讓鳥寶可夢<br/>將牠抓住並運到遙遠的地方，<br/>藉此拓展棲息地。,橡實果 → 長鼻葉 → 狡猾天狗 → 狡猾天狗GX,,D,6.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,回復效果,無
橡實果,基礎,10871,https://asia.pokemon-card.com/hk/card-img/hk00010871.png,寶可夢,60,Grass,,,硬化,Grass,,在下個對手的回合，這隻寶可夢受到招式的傷害「-30」點。,垂吊,"Colorless,Colorless",20,,,Fire,,,1,3,normal,H,擴充包「異度審判」,SV5M,Asako Ito,在牠一動也不動的時候，看起來和樹果一模一樣，<br/>以嚇唬來啄食自己的寶可夢為樂。,橡實果 → 長鼻葉 → 狡猾天狗 → 狡猾天狗GX,,C+,9.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,其他效果,無
長鼻葉,1階進化,14211,https://asia.pokemon-card.com/hk/card-img/hk00014211.png,寶可夢,100,Grass,,,拍擊,Grass,30,,踢倒,"Grass,Colorless",50,,,Fire,,,2,8,normal,I,擴充包「超級勇氣」,M1L,takashi shiraishi,在森林深處靜靜地生活。<br/>會以草笛聲來警告<br/>踏進自己地盤的對手。,橡實果 → 長鼻葉 → 狡猾天狗 → 狡猾天狗GX,,D,5.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,無,無
狡猾天狗,2階進化,14212,https://asia.pokemon-card.com/hk/card-img/hk00014212.png,寶可夢,160,Grass,,,陣風返,Grass,,擲1次硬幣若為正面，則選擇1隻對手的寶可夢，將那隻寶可夢與附加的卡全部放回對手的牌庫並重洗。,蠱惑,"Grass,Colorless",100,將對手的戰鬥寶可夢【混亂】。,,Fire,,,2,9,normal,I,擴充包「超級勇氣」,M1L,Uninori,據說當牠在老樹的頂上<br/>搧動葉片團扇，就會<br/>刮起寒風，迎來冬季。,橡實果 → 長鼻葉 → 狡猾天狗 → 狡猾天狗GX,,B+,15.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:4.0|Syn:4.0|Eff:0.0|Dmg:3.0|Mod:1.00,"搜索效果, 狀態異常, 硬幣判定",無
狡猾天狗,2階進化,10873,https://asia.pokemon-card.com/hk/card-img/hk00010873.png,寶可夢,150,Grass,,,驅趕龍捲風,Grass,,選擇3隻對手的備戰寶可夢。然後，將對手的沒有選擇的所有備戰寶可夢與附加的卡，全部放回對手的牌庫並重洗。,能量閉環,"Colorless,Colorless",140,選擇1個這隻寶可夢身上附加的能量，放回手牌。,,Fire,,,2,5,normal,H,擴充包「異度審判」,SV5M,Souichirou Gunjima,過去被視為森林之神而受到畏懼的寶可夢。有著讀取對手想法並<br/>搶先一步行動的能力。,橡實果 → 長鼻葉 → 狡猾天狗 → 狡猾天狗GX,,A+,20.00,Base:5.0|Meta:0.0|Exp:2.0|Func:7.0|Syn:2.0|Eff:0.0|Dmg:4.0|Mod:1.00,"搜索效果, 能量操作",無
六尾,基礎,14213,https://asia.pokemon-card.com/hk/card-img/hk00014213.png,寶可夢,70,Fire,,,踩,Colorless,10,,烈焰,"Fire,Colorless",20,,,Water,,,1,10,normal,I,擴充包「超級勇氣」,M1L,Naoyo Kimura,遭到比自己強大的對手襲擊時，<br/>會假裝受傷來迷惑對手，<br/>然後趁機逃走。,六尾 → 九尾 → 九尾ex,,D,4.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
六尾,基礎,8903,https://asia.pokemon-card.com/hk/card-img/hk00008903.png,寶可夢,70,Fire,,,火焰灼燒,"Fire,Colorless",20,擲1次硬幣若為正面，則將對手的戰鬥寶可夢【灼傷】。,,,,,,Water,,,1,37,normal,G,強化擴充包「寶可夢卡牌151」,SV2a,kawayoo,隨著身體的成長，６根尾巴的毛髮也會變得更漂亮。<br/>緊緊抱著牠時能感到微微的溫暖。,六尾 → 九尾 → 九尾ex,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"狀態施加, 硬幣判定",無
六尾,基礎,11991,https://asia.pokemon-card.com/hk/card-img/hk00011991.png,寶可夢,70,Fire,,,猛撞,Fire,30,這隻寶可夢也受到10點傷害。,,,,,,Water,,,1,1,normal,H,ex特別組合 太晶屬性：星晶 蒼炎刃鬼ex,SVPS,Narumi Sato,隨著身體的成長， 溫暖的６根尾巴的毛髮也會變得更漂亮。,六尾 → 九尾 → 九尾ex,,C,8.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,反噬傷害,無
九尾,1階進化,14214,https://asia.pokemon-card.com/hk/card-img/hk00014214.png,寶可夢,120,Fire,,,靈怪變化,Colorless,,將自己的牌庫上方1張卡丟棄，若那張卡為支援者卡，則將那個效果作為這個招式的效果使用。,烈焰,"Fire,Colorless",60,,,Water,,,1,11,normal,I,擴充包「超級勇氣」,M1L,satoma,傳聞牠的９根尾巴，<br/>每一根都蘊藏著<br/>不同的神秘力量。,六尾 → 九尾 → 九尾ex,,C,8.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:2.0|Eff:0.0|Dmg:2.0|Mod:1.00,其他效果,無
九尾,1階進化,9526,https://asia.pokemon-card.com/hk/card-img/hk00009526.png,寶可夢,120,Fire,,,鬼火,Fire,20,,九尾狐之舞,"Fire,Fire",,在對手的1隻寶可夢身上放置9個傷害指示物。在下個自己的回合，這隻寶可夢無法使用招式。,,Water,,,1,15,normal,G,擴充包「黯焰支配者」,SV3,Yoshioka,聰明伶俐但很會記仇。據說如果敢亂抓牠的尾巴，牠就會纏著你作祟１０００年。,六尾 → 九尾 → 九尾ex,,C+,9.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"使用限制, 傷害指示物, 傷害防禦, 招式鎖定",無
九尾,1階進化,11128,https://asia.pokemon-card.com/hk/card-img/hk00011128.png,寶可夢,120,Fire,,,奇異燈火,"Fire,Fire",90,將對手的戰鬥寶可夢【灼傷】與【混亂】。,,,,,,Water,,,2,11,normal,H,強化擴充包「緋紅薄霧」,SV5a,KEIICHIRO ITO,擁有金光閃閃的體毛 以及９根長長的尾巴。<br/> 據說壽命長達１０００年。,六尾 → 九尾 → 九尾ex,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"狀態異常, 簡單灼傷",無
九尾,1階進化,11992,https://asia.pokemon-card.com/hk/card-img/hk00011992.png,寶可夢,120,Fire,,,火焰聖靈,Fire,50,對手的1隻備戰寶可夢也受到30點傷害。[在備戰區不計算弱點・抵抗力。],,,,,,Water,,,1,2,normal,H,ex特別組合 太晶屬性：星晶 蒼炎刃鬼ex,SVPS,Kamome Shirahama,擁有金光閃閃的體毛 以及９根長長的尾巴。 據說壽命長達１０００年。,六尾 → 九尾 → 九尾ex,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,連鎖傷害,無
呆火駝,基礎,14215,https://asia.pokemon-card.com/hk/card-img/hk00014215.png,寶可夢,80,Fire,,,呼朋引伴,Fire,,從自己的牌庫選擇最多2張【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。,火焰,"Fire,Colorless,Colorless",30,,,Water,,,2,12,normal,I,擴充包「超級勇氣」,M1L,Wintr Wandr,體內燃燒著１２００度的熔岩。<br/>一旦氣溫變低，熔岩就會凝固，<br/>動作也會因此變得遲緩。,呆火駝 → 噴火駝 → 超級噴火駝ex,,C,7.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,搜索效果,放置效果
呆火駝,基礎,8743,https://asia.pokemon-card.com/hk/card-img/hk00008743.png,寶可夢,90,Fire,,,熾熱熔岩,"Fire,Colorless",20,將對手的戰鬥寶可夢【灼傷】。,,,,,,Water,,,3,10,normal,G,擴充包「碟旋暴擊」,SV2D,Mizue,體內燃燒著１２００度的熔岩。一旦氣溫變低，熔岩就會凝固，<br/>動作也會因此變得遲緩。,呆火駝 → 噴火駝,,C+,9.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,簡單灼傷,無
超級噴火駝ex,1階進化,14216,https://asia.pokemon-card.com/hk/card-img/hk00014216.png,寶可夢,340,Fire,,,炙燒,Fire,80+,若對手的戰鬥寶可夢【灼傷】，則增加160點傷害。,火山流星,"Fire,Colorless,Colorless,Colorless",280,選擇2個這隻寶可夢身上附加的能量，將其丟棄。,,Water,,,4,13,normal,I,擴充包「超級勇氣」,M1L,5ban Graphics,,呆火駝 → 噴火駝 → 超級噴火駝ex,ex,A,17.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:6.0|Mod:1.00,"條件傷害, 狀態施加, 能量操作",無
波爾凱尼恩,基礎,14217,https://asia.pokemon-card.com/hk/card-img/hk00014217.png,寶可夢,130,Fire,,,灼熱,Fire,,將對手的戰鬥寶可夢【灼傷】。,逆火,"Fire,Fire,Colorless",130,選擇2個這隻寶可夢身上附加的【火】能量，放回手牌。,,Water,,,2,14,normal,I,擴充包「超級勇氣」,M1L,GIDORA,從背上的手臂噴出<br/>體內的水蒸氣。<br/>有著將整座山轟飛的威力。,波爾凱尼恩,,B,13.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,"簡單灼傷, 能量操作",無
波爾凱尼恩,基礎,9807,https://asia.pokemon-card.com/hk/card-img/hk00009807.png,寶可夢,130,Fire,,,二重渦輪,Fire,20,選擇最多2隻自己的備戰寶可夢，從棄牌區附給那些寶可夢各1張「基本【火】能量」卡。,重磅衝擊,"Fire,Colorless,Colorless,Colorless",120,,,Water,,,2,4,normal,G,起始組合 太晶 骨紋巨聲鱷ex,SVEL,Nisota Niso,從背上的手臂噴出體內的水蒸氣。<br/>有著將整座山轟飛的威力。,波爾凱尼恩,,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,搜索效果,無
炎兔兒,基礎,14218,https://asia.pokemon-card.com/hk/card-img/hk00014218.png,寶可夢,70,Fire,,,踹,Colorless,30,擲1次硬幣若為反面，則這個招式失敗。,,,,,,Water,,,1,15,normal,I,擴充包「超級勇氣」,M1L,svlt,當全身的溫度提升後，<br/>就會發揮出真正的力量，<br/>因此會為此做熱身運動。,炎兔兒 → 騰蹴小將 → 閃焰王牌 → 閃焰王牌ex,,C,7.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:2.0|Eff:0.0|Dmg:1.0|Mod:1.00,"條件失敗, 硬幣判定",無
炎兔兒,基礎,11807,https://asia.pokemon-card.com/hk/card-img/hk00011807.png,寶可夢,70,Fire,,,電光一閃,Colorless,10+,擲1次硬幣若為正面，則增加10點傷害。,,,,,,Water,,,1,16,normal,H,擴充包「星晶奇跡」,SV7,Cona Nitanda,聚集了火之能量的<br/> 腳底肉球會升至高溫，<br/> 帶給對手巨大的傷害。,炎兔兒 → 騰蹴小將 → 閃焰王牌 → 閃焰王牌ex,,B,12.00,Base:5.0|Meta:0.0|Exp:3.0|Func:0.0|Syn:2.0|Eff:0.0|Dmg:2.0|Mod:1.00,"條件傷害, 硬幣判定",無
騰蹴小將,1階進化,14219,https://asia.pokemon-card.com/hk/card-img/hk00014219.png,寶可夢,100,Fire,,,跳踢,Colorless,,對手的1隻寶可夢受到40點傷害。[在備戰區不計算弱點・抵抗力。],,,,,,Water,,,1,16,normal,I,擴充包「超級勇氣」,M1L,Narumi Sato,蓬鬆的體毛幫助牠更容易<br/>提升火之能量的溫度，<br/>釋放出更強的火焰。,炎兔兒 → 騰蹴小將 → 閃焰王牌 → 閃焰王牌ex,,C,7.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,連鎖傷害,無
騰蹴小將,1階進化,11808,https://asia.pokemon-card.com/hk/card-img/hk00011808.png,寶可夢,90,Fire,,,下盤踢,Fire,30,,烈焰,"Fire,Colorless,Colorless",60,,,Water,,,1,17,normal,H,擴充包「星晶奇跡」,SV7,aspara,以自己多彩多姿的踢技為傲，<br/> 但利用因火焰而變熱的額頭<br/> 使出的頭錘也十分強勁。,炎兔兒 → 騰蹴小將 → 閃焰王牌 → 閃焰王牌ex,,C+,10.00,Base:5.0|Meta:0.0|Exp:3.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,無,無
閃焰王牌,2階進化,14220,https://asia.pokemon-card.com/hk/card-img/hk00014220.png,寶可夢,160,Fire,瞬間爆發力,進行對戰準備將寶可夢放置於戰鬥場上時，若手牌有這張卡，則可將這張卡反面朝上放置於戰鬥場。,閃焰渦輪,Colorless,50,從自己的牌庫選擇最多3張基本能量卡，以任意方式附於備戰寶可夢身上。並且重洗牌庫。,,,,,,Water,,,0,17,normal,I,擴充包「超級勇氣」,M1L,REND,雖然擁有容易亢奮的性格，<br/>但只要有牠信任的訓練家在，<br/>就能展現出毫無破綻的戰鬥方式。,炎兔兒 → 騰蹴小將 → 閃焰王牌 → 閃焰王牌ex,,C+,9.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,搜索效果,放置效果
龍蝦小兵,基礎,14221,https://asia.pokemon-card.com/hk/card-img/hk00014221.png,寶可夢,80,Water,,,夾住,Colorless,10,,猛撞,"Colorless,Colorless",30,這隻寶可夢也受到10點傷害。,,Lightning,,,2,18,normal,I,擴充包「超級勇氣」,M1L,Sanosuke Sakuma,來自外國，有著頑強生命力<br/>的寶可夢。即使河水很髒，<br/>也能接連不斷地繁衍後代。,龍蝦小兵 → 鐵螯龍蝦,,D,5.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,反噬傷害,無
