Name,EvolutionStage,WebCardID,ImageURL,CardType,HP,Attribute,Ability,AbilityDesc,Skill1Name,Skill1Cost,Skill1Damage,Skill1Effect,Skill2Name,Skill2Cost,Skill2Damage,Skill2Effect,Weakness,WeaknessType,Resistance,ResistanceType,RetreatCost,CollectorNumber,Rarity,Mark,Expansion,ExpansionCode,Illustrator,PokemonInfo,Evolution,Subtypes,Tier,Score,ScoreBreakdown,PrimaryEffectType,SpecialEffectType
能量再利用,,00004645,https://asia.pokemon-card.com/hk/card-img/hk00004645.png,物品卡,,,,,,,,從自己的棄牌區抽出5張基本能量卡，在給對手看過後，放回牌庫並重洗。,[物品規則],,,在自己的回合時，物品卡可不限張數使用。,,,,,,128,normal,I,擴充包「眾星雲集組合篇」SET A,AC1a,Toyste Beach,,,,B+,15.00,Base:7.0|Meta:1.0|Exp:-1.0|Func:8.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"搜索效果, 能量回收",大量抽卡
能量回收,,00004297,https://asia.pokemon-card.com/hk/card-img/hk00004297.png,物品卡,,,,,,,,從自己的棄牌區抽出2張基本能量卡，在給對手看過後加入手牌。,[物品卡規則],,,在自己的回合時，物品卡可不限張數使用。,,,,,,141,normal,G,G超起始牌組「傳說交鋒」,AS6D,Toyste Beach,,,,S,23.00,Base:7.0|Meta:5.0|Exp:0.0|Func:8.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,"搜索效果, 能量回收",無
能量轉移,,00004298,https://asia.pokemon-card.com/hk/card-img/hk00004298.png,物品卡,,,,,,,,將自己的場上寶可夢身上所附加的1個基本能量，改附於自己的另1隻寶可夢身上。,[物品規則],,,在自己的回合時，物品卡可不限張數使用。,,,,,,142,normal,G,G超起始牌組「傳說交鋒」,AS6D,Ryo Ueda,,,,A,17.00,Base:7.0|Meta:3.0|Exp:0.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,能量操作,無
傷藥,,00004299,https://asia.pokemon-card.com/hk/card-img/hk00004299.png,物品卡,,,,,,,,將自己的1隻寶可夢恢復「30」HP。,[物品卡規則],,,在自己的回合時，物品卡可不限張數使用。,,,,,,143,normal,G,G超起始牌組「傳說交鋒」,AS6D,Toyste Beach,,,,C+,10.00,Base:7.0|Meta:1.0|Exp:0.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,回復效果,無
超級球,,00004300,https://asia.pokemon-card.com/hk/card-img/hk00004300.png,物品卡,,,,,,,,查看自己的牌庫上方7張。將其中的1張寶可夢，在給對手看過後加入手牌。將剩餘卡放回牌庫並重洗。,[物品卡規則],,,在自己的回合時，物品卡可不限張數使用。,,,,,,144,normal,G,G超起始牌組「傳說交鋒」,AS6D,Ryo Ueda,,,,A+,20.00,Base:7.0|Meta:5.0|Exp:0.0|Func:5.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,"情報收集, 抽卡效果",無
高級球,,00004303,https://asia.pokemon-card.com/hk/card-img/hk00004303.png,物品卡,,,,,,,,這張卡只有在將自己的2張手牌丟到棄牌區才可使用。從自己的牌庫抽出1張寶可夢，在給對手看過後加入手牌。並且重洗牌庫。,[物品規則],,,在自己的回合時，物品卡可不限張數使用。,,,,,,147,normal,G,G超起始牌組「傳說交鋒」,AS6D,Ryo Ueda,,,,S+,27.00,Base:7.0|Meta:5.0|Exp:0.0|Func:10.0|Syn:5.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",無
神奇糖果,,00004305,https://asia.pokemon-card.com/hk/card-img/hk00004305.png,物品卡,,,,,,,,從自己的手牌抽出1張【2階進化】寶可夢，放置於自己的場上1隻可進化成該寶可夢的【基礎】寶可夢身上並完成進化。（無法對最初自己的回合與這個回合剛使出的【基礎】寶可夢使用。）,[物品規則],,,在自己的回合時，物品卡可不限張數使用。,,,,,,149,normal,G,G超起始牌組「傳說交鋒」,AS6D,Ryo Ueda,,,,S+,27.00,Base:7.0|Meta:5.0|Exp:0.0|Func:10.0|Syn:5.0|Eff:0.0|Dmg:0.0|Mod:1.00,進化支援,放置效果
寶可齒輪3.0,,00004306,https://asia.pokemon-card.com/hk/card-img/hk00004306.png,物品卡,,,,,,,,從自己的牌庫上方抽出7張並查看。可將其中的1張支援者卡，在給對手看過後加入手牌。將剩餘卡放回牌庫並重洗。,[物品規則],,,在自己的回合時，物品卡可不限張數使用。,,,,,,150,normal,G,G超起始牌組「傳說交鋒」,AS6D,Studio Bora Inc.,,,,A+,20.00,Base:7.0|Meta:5.0|Exp:0.0|Func:8.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果, 牌庫操作",無
寶可夢交替,,00004307,https://asia.pokemon-card.com/hk/card-img/hk00004307.png,物品卡,,,,,,,,將自己的戰鬥寶可夢與備戰寶可夢互換。,[物品規則],,,在自己的回合時，物品卡可不限張數使用。,,,,,,151,normal,G,G超起始牌組「傳說交鋒」,AS6D,Ryo Ueda,,,,A,18.00,Base:7.0|Meta:5.0|Exp:0.0|Func:3.0|Syn:3.0|Eff:0.0|Dmg:0.0|Mod:1.00,切換效果,無
寶可夢捕捉器,,00004308,https://asia.pokemon-card.com/hk/card-img/hk00004308.png,物品卡,,,,,,,,擲1次硬幣若為正面，則選擇對手的1隻備戰寶可夢，與戰鬥寶可夢互換。,[物品規則],,,在自己的回合時，物品卡可不限張數使用。,,,,,,152,normal,G,G超起始牌組「傳說交鋒」,AS6D,Toyste Beach,,,,A,17.00,Base:7.0|Meta:3.0|Exp:0.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"切換效果, 硬幣判定",無
觀光客,,00004314,https://asia.pokemon-card.com/hk/card-img/hk00004314.png,支援者卡,,,,,,,,從牌庫抽卡直到自己的手牌滿5張為止。若希望，可在從牌庫抽卡前，將自己的任意數量的手牌丟到棄牌區。,[支援者規則],,,在自己的回合時，支援者卡只可使用1張。,,,,,,158,normal,G,G超起始牌組「傳說交鋒」,AS6D,Naoki Saito,,,,A,17.00,Base:8.0|Meta:1.0|Exp:0.0|Func:6.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,抽卡效果,無
基本惡能量,,,https://asia.pokemon-card.com/hk/card-img/,基本能量卡,,,,,,,,,,,,,,,,,,DAR,n/a,G,G超起始牌組「傳說交鋒」,AS6D,n/a,,,,D,5.00,Base:5.0|Meta:0.0|Exp:0.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
基本鬥能量,,,https://asia.pokemon-card.com/hk/card-img/,基本能量卡,,,,,,,,,,,,,,,,,,FIG,n/a,G,G超起始牌組「傳說交鋒」,AS6D,n/a,,,,D,5.00,Base:5.0|Meta:0.0|Exp:0.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
基本火能量,,,https://asia.pokemon-card.com/hk/card-img/,基本能量卡,,,,,,,,,,,,,,,,,,FIR,n/a,G,G超起始牌組「傳說交鋒」,AS6D,n/a,,,,D,5.00,Base:5.0|Meta:0.0|Exp:0.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
基本草能量,,,https://asia.pokemon-card.com/hk/card-img/,基本能量卡,,,,,,,,,,,,,,,,,,GRA,n/a,G,G超起始牌組「傳說交鋒」,AS6D,n/a,,,,D,5.00,Base:5.0|Meta:0.0|Exp:0.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
基本雷能量,,,https://asia.pokemon-card.com/hk/card-img/,基本能量卡,,,,,,,,,,,,,,,,,,LIG,n/a,G,G超起始牌組「傳說交鋒」,AS6D,n/a,,,,D,5.00,Base:5.0|Meta:0.0|Exp:0.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
基本鋼能量,,,https://asia.pokemon-card.com/hk/card-img/,基本能量卡,,,,,,,,,,,,,,,,,,MET,n/a,G,G超起始牌組「傳說交鋒」,AS6D,n/a,,,,D,5.00,Base:5.0|Meta:0.0|Exp:0.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
基本超能量,,,https://asia.pokemon-card.com/hk/card-img/,基本能量卡,,,,,,,,,,,,,,,,,,PSY,n/a,G,G超起始牌組「傳說交鋒」,AS6D,n/a,,,,D,5.00,Base:5.0|Meta:0.0|Exp:0.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
基本水能量,,,https://asia.pokemon-card.com/hk/card-img/,基本能量卡,,,,,,,,,,,,,,,,,,WAT,n/a,G,G超起始牌組「傳說交鋒」,AS6D,n/a,,,,D,5.00,Base:5.0|Meta:0.0|Exp:0.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
妙蛙種子,基礎,00014345,https://asia.pokemon-card.com/hk/card-img/hk00014345.png,寶可夢,80,Grass,,,束縛,Grass,10,在下個對手的回合，受到這個招式的寶可夢無法撤退。,,,,,,Fire,,,2,001,promo,I,特典卡 超級進化,M,HYOGONOSUKE,在出生後的一段時間內，<br/> 牠會吸收背上種子裡<br/> 儲存著的營養成長。,妙蛙種子 → 妙蛙草 → 妙蛙花 → 超級妙蛙花ex → 妙蛙花ex,,D,6.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,撤退封鎖,撤退效果
妙蛙草,1階進化,00014346,https://asia.pokemon-card.com/hk/card-img/hk00014346.png,寶可夢,110,Grass,,,飛葉快刀,"Grass,Grass",60,,,,,,,Fire,,,3,002,promo,I,特典卡 超級進化,M,Takumi Wada,沐浴在陽光下越久，<br/> 身體內會湧出越多力量，<br/> 背上的花苞也會漸漸成長。,妙蛙種子 → 妙蛙草 → 妙蛙花 → 超級妙蛙花ex → 妙蛙花ex,,D,6.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,無,無
時拉比,基礎,00014347,https://asia.pokemon-card.com/hk/card-img/hk00014347.png,寶可夢,80,Grass,,,時間輪轉,Grass,,從自己的牌庫選擇【草】寶可夢卡與競技場卡合計最多3張，在給對手看過後加入手牌。並且重洗牌庫。,日光刀,Grass,30,,,Fire,,,1,003,promo,I,特典卡 超級進化,M,Naoki Saito,從未來穿越時光而來。<br/> 能夠治癒傷痛，<br/> 也會把自己的力量分給草木。,時拉比,,C+,9.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,"抽卡效果, 搜索效果",競技場效果
凱西,基礎,00014348,https://asia.pokemon-card.com/hk/card-img/hk00014348.png,寶可夢,50,Psychic,,,瞬間移動攻擊,Psychic,10,將這隻寶可夢與備戰寶可夢互換。,,,,,,Darkness,,Fighting,1,004,promo,I,特典卡 超級進化,M,Orca,就算在睡夢中也能使用瞬間移動。<br/> 據說當牠睡得越熟，<br/> 瞬間移動的距離就會越遠。,凱西 → 勇基拉 → 胡地 → 胡地ex,,C,7.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,切換效果,無
拉魯拉絲,基礎,00014349,https://asia.pokemon-card.com/hk/card-img/hk00014349.png,寶可夢,70,Psychic,,,呼喚,Colorless,,從自己的牌庫抽出1張卡。,頭錘,Psychic,10,,,Darkness,,Fighting,1,005,promo,I,特典卡 超級進化,M,Terada Tera,擁有使用頭上的紅角<br/> 就可以敏銳察覺<br/> 人類感情的能力。,拉魯拉絲 → 奇魯莉安 → 沙奈朵ex → 沙奈朵 → 艾路雷朵 → 沙奈朵GX → 超級沙奈朵ex,,C,7.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",無
奇魯莉安,1階進化,00014350,https://asia.pokemon-card.com/hk/card-img/hk00014350.png,寶可夢,100,Psychic,,,呼喚信號,Psychic,,從自己的牌庫選擇最多3張寶可夢卡，在給對手看過後加入手牌。並且重洗牌庫。,精神射擊,Psychic,30,,,Darkness,,Fighting,1,006,promo,I,特典卡 超級進化,M,satoma,能夠操縱精神力量<br/> 來扭曲周圍的空間，<br/> 讓自己看見未來。,拉魯拉絲 → 奇魯莉安 → 沙奈朵ex → 沙奈朵 → 艾路雷朵 → 沙奈朵GX → 超級沙奈朵ex,,C+,9.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,"抽卡效果, 搜索效果",無
幕下力士,基礎,00014351,https://asia.pokemon-card.com/hk/card-img/hk00014351.png,寶可夢,80,Fighting,,,推擊,Fighting,10,,正面對決,"Fighting,Fighting",30,,,Psychic,,,2,007,promo,I,特典卡 超級進化,M,Jerky,會在不斷的嚴格訓練中逐漸變強。<br/> 能夠承受任何攻擊，<br/> 是很有毅力的寶可夢。,幕下力士 → 鐵掌力士,,D,5.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,無,無
利歐路,基礎,00014352,https://asia.pokemon-card.com/hk/card-img/hk00014352.png,寶可夢,80,Fighting,,,加速突刺,Fighting,30,在下個自己的回合，這隻寶可夢無法使用「加速突刺」。,,,,,,Psychic,,,2,008,promo,I,特典卡 超級進化,M,hncl,夥伴們之間會透過發出<br/> 波導來與彼此溝通。<br/> 跑步可以跑上一整晚。,利歐路 → 路卡利歐 → 路卡利歐GX → 超級路卡利歐ex → 路卡利歐ex,,D,5.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,招式鎖定,無
瑪夏多,基礎,00014353,https://asia.pokemon-card.com/hk/card-img/hk00014353.png,寶可夢,90,Fighting,,,暗影側踢,"Fighting,Fighting",60,若對手的寶可夢因這個招式的傷害而【昏厥】了，則在下個對手的回合，這隻寶可夢不會受到招式的傷害與效果的影響。,,,,,,Psychic,,,1,009,promo,I,特典卡 超級進化,M,Tomomi Ozaki,擁有潛入一切影子裡的能力，<br/> 所以在很長一段時間裡<br/> 都沒有任何人發現牠。,瑪夏多,,C+,10.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:2.0|Mod:1.00,"傷害防禦, 效果免疫, 昏厥條件",無
阿塞蘿拉的惡作劇,,00014354,https://asia.pokemon-card.com/hk/card-img/hk00014354.png,支援者卡,,,,,,,,這張卡只有在對手剩餘獎賞卡的張數為2張以下時才可使用。<br/> <br/> 選擇1隻自己的場上寶可夢。在下個對手的回合，那隻寶可夢不會受到對手的「寶可夢【ex】」招式的傷害與效果的影響。,,,,,,,,,,010,promo,I,特典卡 超級進化,M,Yuu Nishida,,,,B,13.00,Base:8.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:4.0|Eff:0.0|Dmg:0.0|Mod:1.00,"傷害防禦, 效果免疫, 獎賞控制",無
莉莉艾的決意,,00014355,https://asia.pokemon-card.com/hk/card-img/hk00014355.png,支援者卡,,,,,,,,將自己的手牌全部放回牌庫並重洗。然後，從牌庫抽出6張卡。若自己剩餘獎賞卡的張數為6張，則改為抽出8張卡。,,,,,,,,,,011,promo,I,特典卡 超級進化,M,Atsushi Furusawa,,,,A+,20.00,Base:8.0|Meta:5.0|Exp:-1.0|Func:4.0|Syn:4.0|Eff:0.0|Dmg:0.0|Mod:1.00,"搜索效果, 牌庫重洗, 獎賞控制",大量抽卡
菊草葉,基礎,00014197,https://asia.pokemon-card.com/hk/card-img/hk00014197.png,寶可夢,70,Grass,,,飛葉快刀,Grass,20,,,,,,,Fire,,,1,012,promo,I,特典卡 超級進化,M,Makura Tami,最喜歡沐浴在陽光下。<br/> 會用頭上的葉子<br/> 尋找溫暖的地方。,菊草葉 → 月桂葉 → 大竺葵,,D,4.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
拉普拉斯ex,基礎,00014198,https://asia.pokemon-card.com/hk/card-img/hk00014198.png,寶可夢,210,Water,,,水炮迴旋,Water,30×,造成這隻寶可夢身上附加的【水】能量的數量×30點傷害。將這隻寶可夢與備戰寶可夢互換。,衝浪,"Water,Water,Water",140,,,Lightning,,,2,013,promo,I,特典卡 超級進化,M,5ban Graphics,,拉普拉斯ex,ex,A,18.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:6.0|Syn:0.0|Eff:0.0|Dmg:8.0|Mod:1.00,"備戰傷害加成, 傷害效果, 切換效果, 能量操作",無
願增猿,基礎,00014199,https://asia.pokemon-card.com/hk/card-img/hk00014199.png,寶可夢,110,Psychic,腎上腺腦力,若這隻寶可夢身上附有【惡】能量卡，則在自己的回合時可使用1次。選擇最多3個自己的1隻場上寶可夢身上放置的傷害指示物，改放於對手的1隻場上寶可夢身上。,精神歪曲,"Psychic,Colorless",60,將對手的戰鬥寶可夢【混亂】。,,,,,,Darkness,,Fighting,1,014,promo,H,特典卡 超級進化,M,kodama,會從安全的地方釋放出<br/> 能引起強烈頭暈的念力，<br/> 把敵手戲弄得團團轉。,願增猿,,C+,10.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,"傷害指示物, 狀態異常",放置效果
幕下力士,基礎,00014200,https://asia.pokemon-card.com/hk/card-img/hk00014200.png,寶可夢,80,Fighting,,,推擊,Fighting,10,,正面對決,"Fighting,Fighting",30,,,Psychic,,,2,015,promo,I,特典卡 超級進化,M,Takeshi Nakamura,會在不斷的嚴格訓練中逐漸變強。<br/> 能夠承受任何攻擊，<br/> 是很有毅力的寶可夢。,幕下力士 → 鐵掌力士,,D,5.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,無,無
開洞之鏟,,00014201,https://asia.pokemon-card.com/hk/card-img/hk00014201.png,物品卡,,,,,,,,將自己的牌庫上方2張卡丟棄。,,,,,,,,,,016,promo,I,特典卡 超級進化,M,Toyste Beach,,,,D,6.00,Base:7.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,其他效果,無
反擊增幅器,,00014202,https://asia.pokemon-card.com/hk/card-img/hk00014202.png,寶可夢道具,,,,,,,,若自己剩餘獎賞卡的張數比對手剩餘獎賞卡的張數多，則附有這張卡的寶可夢使用招式所需的能量，減少1個【無】能量。,,,,,,,,,,017,promo,H,特典卡 超級進化,M,Toyste Beach,,,,B,12.00,Base:6.0|Meta:1.0|Exp:-1.0|Func:4.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"獎賞控制, 能量需求增加",無
莉莉艾的決意,,00014203,https://asia.pokemon-card.com/hk/card-img/hk00014203.png,支援者卡,,,,,,,,將自己的手牌全部放回牌庫並重洗。然後，從牌庫抽出6張卡。若自己剩餘獎賞卡的張數為6張，則改為抽出8張卡。,,,,,,,,,,018,promo,I,特典卡 超級進化,M,Atsushi Furusawa,,,,A+,20.00,Base:8.0|Meta:5.0|Exp:-1.0|Func:4.0|Syn:4.0|Eff:0.0|Dmg:0.0|Mod:1.00,"搜索效果, 牌庫重洗, 獎賞控制",大量抽卡
基本【鬥】能量,,00014358,https://asia.pokemon-card.com/hk/card-img/hk00014358.png,基本能量卡,,,,,,,,,,,,,,,,,,FIG,n/a,I,特典卡 超級進化,M,,,,,D,4.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
基本【草】能量,,00014356,https://asia.pokemon-card.com/hk/card-img/hk00014356.png,基本能量卡,,,,,,,,,,,,,,,,,,GRA,n/a,I,特典卡 超級進化,M,,,,,D,4.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
基本【超】能量,,00014357,https://asia.pokemon-card.com/hk/card-img/hk00014357.png,基本能量卡,,,,,,,,,,,,,,,,,,PSY,n/a,I,特典卡 超級進化,M,,,,,D,4.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
妙蛙種子,基礎,00014204,https://asia.pokemon-card.com/hk/card-img/hk00014204.png,寶可夢,80,Grass,,,束縛,Grass,10,在下個對手的回合，受到這個招式的寶可夢無法撤退。,,,,,,Fire,,,2,001,normal,I,擴充包「超級勇氣」,M1L,HYOGONOSUKE,在出生後的一段時間內，<br/>牠會吸收背上種子裡<br/>儲存著的營養成長。,妙蛙種子 → 妙蛙草 → 妙蛙花 → 超級妙蛙花ex → 妙蛙花ex,,D,6.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,撤退封鎖,撤退效果
妙蛙草,1階進化,00014205,https://asia.pokemon-card.com/hk/card-img/hk00014205.png,寶可夢,110,Grass,,,飛葉快刀,"Grass,Grass",60,,,,,,,Fire,,,3,002,normal,I,擴充包「超級勇氣」,M1L,Takumi Wada,沐浴在陽光下越久，<br/>身體內會湧出越多力量，<br/>背上的花苞也會漸漸成長。,妙蛙種子 → 妙蛙草 → 妙蛙花 → 超級妙蛙花ex → 妙蛙花ex,,D,6.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,無,無
超級妙蛙花ex,2階進化,00014206,https://asia.pokemon-card.com/hk/card-img/hk00014206.png,寶可夢,380,Grass,日光轉移,在自己的回合時，可不限次數使用。選擇1個自己的場上寶可夢身上附加的「基本【草】能量」，改附於自己的其他寶可夢身上。,叢林拋擲,"Grass,Grass,Grass,Grass",240,將這隻寶可夢恢復「30」HP。,,,,,,Fire,,,4,003,normal,I,擴充包「超級勇氣」,M1L,5ban Graphics,,妙蛙種子 → 妙蛙草 → 妙蛙花 → 超級妙蛙花ex → 妙蛙花ex,ex,A,17.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:7.0|Syn:0.0|Eff:0.0|Dmg:6.0|Mod:1.00,"回復效果, 能量操作",無
蛋蛋,基礎,00014207,https://asia.pokemon-card.com/hk/card-img/hk00014207.png,寶可夢,60,Grass,,,果實盈滿,Colorless,,從自己的牌庫選擇1張「基本【草】能量」卡，附於這隻寶可夢身上。並且重洗牌庫。,,,,,,Fire,,,1,004,normal,I,擴充包「超級勇氣」,M1L,aspara,若以為是蛋而去觸摸牠，<br/>就會被不斷聚集而來的<br/>蛋蛋的夥伴集體攻擊。,蛋蛋 → 椰蛋樹 → 阿羅拉 椰蛋樹 → 阿羅拉 椰蛋樹GX → 阿羅拉 椰蛋樹ex,,C,7.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,搜索效果,無
椰蛋樹,1階進化,00014208,https://asia.pokemon-card.com/hk/card-img/hk00014208.png,寶可夢,140,Grass,,,防守壓制,Grass,30,在下個對手的回合，這隻寶可夢受到招式的傷害「-30」點。,木之重壓,"Colorless,Colorless,Colorless",60+,增加這隻寶可夢身上附加的【草】能量的數量×30點傷害。,,Fire,,,2,005,normal,I,擴充包「超級勇氣」,M1L,Kazumasa Yasukuni,被稱為會走路的熱帶雨林。<br/>每個果實都有自己的臉，<br/>而且各有各的思想。,蛋蛋 → 椰蛋樹 → 阿羅拉 椰蛋樹 → 阿羅拉 椰蛋樹GX → 阿羅拉 椰蛋樹ex,,B,12.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"備戰傷害加成, 其他效果, 能量操作",無
時拉比,基礎,00014209,https://asia.pokemon-card.com/hk/card-img/hk00014209.png,寶可夢,80,Grass,,,時間輪轉,Grass,,從自己的牌庫選擇【草】寶可夢卡與競技場卡合計最多3張，在給對手看過後加入手牌。並且重洗牌庫。,日光刀,Grass,30,,,Fire,,,1,006,normal,I,擴充包「超級勇氣」,M1L,Naoki Saito,從未來穿越時光而來。<br/>能夠治癒傷痛，<br/>也會把自己的力量分給草木。,時拉比,,C+,9.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,"抽卡效果, 搜索效果",競技場效果
橡實果,基礎,00014210,https://asia.pokemon-card.com/hk/card-img/hk00014210.png,寶可夢,60,Grass,,,小憩,Colorless,,將這隻寶可夢恢復「20」HP。,種子炸彈,"Grass,Colorless",20,,,Fire,,,1,007,normal,I,擴充包「超級勇氣」,M1L,Miki Tanaka,會假裝成樹果，讓鳥寶可夢<br/>將牠抓住並運到遙遠的地方，<br/>藉此拓展棲息地。,橡實果 → 長鼻葉 → 狡猾天狗 → 狡猾天狗GX,,D,6.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,回復效果,無
長鼻葉,1階進化,00014211,https://asia.pokemon-card.com/hk/card-img/hk00014211.png,寶可夢,100,Grass,,,拍擊,Grass,30,,踢倒,"Grass,Colorless",50,,,Fire,,,2,008,normal,I,擴充包「超級勇氣」,M1L,takashi shiraishi,在森林深處靜靜地生活。<br/>會以草笛聲來警告<br/>踏進自己地盤的對手。,橡實果 → 長鼻葉 → 狡猾天狗 → 狡猾天狗GX,,D,5.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,無,無
